office_id	office_name	office_dy	cbdb_office_id	cbdb_office_name	match_type
0	刑部主事	清	86386	刑部主事	exact
1	户部主事广西司行走	清	82595	户部主事	partial
2	礼部主事	清	83726	礼部主事	exact
3	钦天监灵台郎	清	83874	灵台郎	partial
4	鸿胪寺额外序班	清	81256	额外	partial
5	户部主事湖广司行走	清	82595	户部主事	partial
6	户部主事湖广司行走	清	82595	户部主事	partial
7	户部主事	清	82595	户部主事	exact
8	刑部员外郞	清	86368	刑部员外郞	exact
10	翰林院日讲起居注官翰林院侍讲	清	82309	翰林院日讲起居注官	partial
11	翰林院日讲起居注官翰林院侍读	清	82309	翰林院日讲起居注官	partial
12	翰林院翰林院编修	清	82297	翰林院编修	partial
13	翰林院贵州正主考	清	87621	主考	partial
14	翰林院翰林院编修	清	82297	翰林院编修	partial
16	翰林院贵州正主考	清	87621	主考	partial
17	刑部员外郎衔主事河南司行走	清	86365	刑部员外郎	partial
18	刑部员外郎衔主事河南司行走	清	86365	刑部员外郎	partial
19	刑部主事河南司行走	清	86386	刑部主事	partial
20	刑部员外郎衔上学河南司行走	清	86365	刑部员外郎	partial
21	刑部员外郎衔主事很难司行走	清	86365	刑部员外郎	partial
22	刑部郎中云南司行走	清	86301	刑部郎中	partial
23	刑部郎中	清	86301	刑部郎中	exact
24	銮仪卫花翎侍卫	清	82636	花翎侍卫	partial
25	京营巡补营二司把总	清	80072	把总	partial
26	刑部司狱	清	86341	刑部司狱	exact
27	总理海军事务把总充正矶弁	清	80072	把总	partial
28	总理海军事务把总充正砲弁	清	80072	把总	partial
29	总理海军事务把总充正砲弁	清	80072	把总	partial
30	太医院从九品医士	清	80814	从九品	partial
34	光禄寺署正	清	82151	光禄寺署正	exact
35	光禄寺署正大官署行走	清	82151	光禄寺署正	partial
36	銮仪卫蓝翎侍卫	清	83582	蓝翎侍卫	partial
37	銮仪卫御前侍卫	清	87078	御前侍卫	partial
38	銮仪卫三等侍卫	清	84675	三等侍卫	partial
39	銮仪卫蓝翎侍卫	清	83582	蓝翎侍卫	partial
40	光禄寺良醢署署正	清	82138	光禄寺	partial
41	光禄寺珍馐署署正	清	82138	光禄寺	partial
42	光禄寺署正	清	82151	光禄寺署正	exact
43	户部员外郎	清	82581	户部员外郎	exact
44	礼部笔帖式	清	83666	礼部笔帖式	exact
45	户部员外郎山西司行走	清	82581	户部员外郎	partial
46	内阁中书	清	84215	内阁中书	exact
47	内阁中书	清	84215	内阁中书	exact
48	内阁中书	清	84215	内阁中书	exact
49	国子监八旗官学教习	清	80037	八旗官学教习	partial
50	户部主事福建司兼陕西司行走	清	82595	户部主事	partial
51	户部主事福建司兼陕西司行走	清	82595	户部主事	partial
52	户部主事福建兼陕西司行走	清	82595	户部主事	partial
53	户部主事福建司行走	清	82595	户部主事	partial
54	户部郎中	清	82512	户部郎中	exact
55	户部郎中	清	82512	户部郎中	exact
56	户部主事浙江司行走	清	82595	户部主事	partial
57	户部主事浙江司行走	清	82595	户部主事	partial
58	刑部郎中贵州司行走	清	86301	刑部郎中	partial
59	翰林院上书房行走	清	86424	行走	partial
60	大理寺评事	清	80845	大理寺	partial
61	提督管理江南全省塘务	清	85394	提督	partial
63	陆军部司长陆军军法协都统	清	81045	都统	partial
65	陆军部司长陆军军法正参领	清	87407	正参领	partial
66	度支部主事	清	87626	主事	partial
67	度支部主事	清	87626	主事	partial
69	户部主事	清	82595	户部主事	exact
71	户部主事	清	82595	户部主事	exact
74	度支部主事	清	87626	主事	partial
76	户部主事	清	82595	户部主事	exact
77	刑部七品小京官陕西司行走	清	86307	刑部七品小京官	partial
78	都察院掌陕西道监察御史	清	80920	道监察御史	partial
79	刑部主事陕西司行走	清	86386	刑部主事	partial
80	邢部七品小京官陕西司行走	清	84436	七品小京官	partial
81	刑部员外郎	清	86365	刑部员外郎	exact
82	刑部郎中	清	86301	刑部郎中	exact
84	銮仪卫蓝翎侍卫癸未科	清	83582	蓝翎侍卫	partial
85	御前侍卫蓝翎侍卫	清	83582	蓝翎侍卫	partial
86	内阁额外中书舍人	清	81283	额外中书	partial
87	内阁额外中书舍人	清	81283	额外中书	partial
88	吏部主事	清	83812	吏部主事	exact
89	吏部主事	清	83812	吏部主事	exact
91	会典馆吏部员外郎	清	83807	吏部员外郎	partial
92	会典馆吏部员外郎	清	83807	吏部员外郎	partial
93	会典馆吏部候补主事	清	87626	候补主事	partial
94	吏部掌文选司印员外郎	清	87297	掌文选司印	partial
95	吏部掌文选司印郎中	清	87297	掌文选司印	partial
96	会典馆吏部候补主事	清	87626	候补主事	partial
97	吏部郎中	清	83767	吏部郎中	exact
98	内阁诰敕撰文中书舍人兼旧太仓监督	清	87576	中书舍人	partial
99	京师步军统领巡捕五营左哨千总	清	80495	步军统领	partial
100	京师步军统领巡捕五营左哨千总	清	80495	步军统领	partial
101	光禄寺大官署署正	清	80827	大官署署正	partial
102	直隶省督标督标右营游击	清	81135	督标右营游击	partial
103	通政司额外知事	清	81256	额外	partial
104	兵部员外郎武选司行走	清	80416	兵部员外郎	partial
105	兵部员外郎	清	80416	兵部员外郎	exact
106	工部郎中都水司行走	清	81035	都水司行走	partial
107	工部员外郞屯田司行走	清	85146	司行走	partial
108	工部员外郎屯田司行走	清	81770	工部员外郎	partial
109	内阁额外中书舍人	清	81283	额外中书	partial
110	翰林院待诏	清	82299	翰林院待诏	exact
111	翰林院待诏	清	82299	翰林院待诏	exact
112	邮傅部七品小京官	清	84436	七品小京官	partial
113	邮傅部学习七品小京官	清	84436	七品小京官	partial
114	刑部员外郎衔主事江西司行走	清	86365	刑部员外郎	partial
115	刑部主事江西司行走	清	86386	刑部主事	partial
116	刑部员外郞衔主事江西司行走	清	86368	刑部员外郞	partial
117	通政司二品顶戴员外郎升衔额外知事	清	87111	员外郎	partial
118	通政司二品衔员外郎衔额外经历	清	87116	员外郎衔	partial
119	民政部员外郎	清	87111	员外郎	partial
120	都察院特授副指挥	清	81624	副指挥	partial
124	翰林院翰林院庶吉士	清	82315	翰林院庶吉士	partial
125	翰林院翰林院庶吉士	清	82315	翰林院庶吉士	partial
126	刑部赏戴花翎郎中江苏司行走	清	85146	司行走	partial
127	刑部员外郎	清	86365	刑部员外郎	exact
132	鸿胪寺序班	清	82433	鸿胪寺序班	exact
133	兵部兵部差官	清	80358	兵部差官	partial
134	翰林院教习庶吉士	清	82306	翰林院教习庶吉士	exact
135	资政院协理资政院开办事务候补侍郎	清	84951	候补侍郎	partial
136	都察院掌云南道监察御史	清	80920	道监察御史	partial
137	都察院巡视东城掌云南道监察御史	清	80920	道监察御史	partial
138	弼德院弼德院顾问大臣	清	81847	顾问大臣	partial
139	都察院京畿道监察御史	清	80920	道监察御史	partial
140	都察院陕西道监察御史	清	80920	道监察御史	partial
141	都察院浙江道监察御史	清	80920	道监察御史	partial
144	民政部署八品录事	清	80079	署	partial
146	国子监教习	清	82225	国子监教习	exact
147	户部郎中广东司行走	清	82512	户部郎中	partial
148	礼部司务	清	83703	礼部司务	exact
149	礼部司务祠祭司行走	清	80803	祠祭司行走	partial
150	都察院都事	清	81006	都察院都事	exact
151	刑部员外郞直隶司行走	清	86368	刑部员外郞	partial
152	会典馆汉誊录官	清	82282	汉誊录官	partial
153	兵部员外郎	清	80416	兵部员外郎	exact
154	户部郎中浙江司兼陕西司行走	清	82512	户部郎中	partial
155	兵部主事	清	80428	兵部主事	exact
156	内阁中书	清	84215	内阁中书	exact
157	内阁中书	清	84215	内阁中书	exact
158	銮仪卫头等侍卫	清	85528	头等侍卫	partial
160	法部主事	清	87626	主事	partial
161	工部郎中都水司行走	清	81035	都水司行走	partial
162	法部郎中	清	83596	郎中	partial
164	民政部奏署七品警官	清	80079	署	partial
165	都察院特授升用同知直隶州补用知县副指挥	清	81624	副指挥	partial
166	太常寺司乐	清	85239	太常寺	partial
167	銮仪卫二等侍卫	清	81328	二等侍卫	partial
168	兵部郎中武选司行走	清	85874	武选司行走	partial
169	太医院额外吏目	清	81256	额外	partial
170	吏部掌司务厅印员外郎	清	87111	员外郎	partial
171	刑部七品小京官	清	86307	刑部七品小京官	exact
172	刑部五品衔主事浙江司行走	清	85146	司行走	partial
173	刑部主事浙江司行走	清	86386	刑部主事	partial
174	刑部五品衔主事	清	85747	五品衔	partial
175	刑部五品衔主事浙江司行走	清	85146	司行走	partial
176	法部花翎三品衔郎中江西司行走	清	84712	三品衔	partial
178	户部郎中河南司兼广东司行走	清	82512	户部郎中	partial
179	户部郎中河南兼广东司行走	清	82512	户部郎中	partial
180	户部郎中河南司兼广东行走	清	82512	户部郎中	partial
181	户部郎中河南司兼广东司行走	清	82512	户部郎中	partial
182	户部郎中	清	82512	户部郎中	exact
183	户部三品衔郎中山东司兼云南司行走	清	84712	三品衔	partial
184	户部郎中广东司行走	清	82512	户部郎中	partial
185	户部郎中河南司兼广东行走	清	82512	户部郎中	partial
186	税务处同知衔署副税务司	清	85486	同知衔	partial
187	税务处同知衔超等帮办	清	85486	同知衔	partial
189	都察院拣发副指挥	清	81624	副指挥	partial
190	都察院拣调副指挥	清	81624	副指挥	partial
191	都察院拣发副指挥	清	81624	副指挥	partial
192	都察院拣发副指挥	清	81624	副指挥	partial
193	都察院拣调副指挥	清	81624	副指挥	partial
194	民政部主事	清	87626	主事	partial
195	民政部主事	清	87626	主事	partial
198	民政部员外郎	清	87111	员外郎	partial
199	户部员外郎陕西司行走	清	82581	户部员外郎	partial
200	户部员外郞陕西司行走	清	85146	司行走	partial
201	刑部主事	清	86386	刑部主事	exact
202	刑部主事	清	86386	刑部主事	exact
203	刑部主事	清	86386	刑部主事	exact
204	外务部主事	清	87626	主事	partial
205	农工商部七品小京官	清	84436	七品小京官	partial
206	陆军部咨议官	清	87687	咨议官	partial
207	兵部主事武库司行走	清	85813	武库司行走	partial
208	刑部郎中	清	86301	刑部郎中	exact
209	工部主事营缮司行走	清	81777	工部主事	partial
210	工部主事	清	81777	工部主事	exact
211	工部主事营缮司行走	清	81777	工部主事	partial
212	工部主事营膳司行走	清	81777	工部主事	partial
216	陆军部候补主事	清	87626	候补主事	partial
217	陆军部科员候补主事	清	87626	候补主事	partial
218	兵部郎中	清	80384	兵部郎中	exact
219	刑部郎中	清	86301	刑部郎中	exact
220	刑部郎中	清	86301	刑部郎中	exact
221	邮傅部学习主事	清	87626	主事	partial
222	邮傅部主事	清	87626	主事	partial
223	工部七品小京官	清	81722	工部七品小京官	exact
224	国子监教习	清	82225	国子监教习	exact
225	工部员外郎	清	81770	工部员外郎	exact
226	工部主事	清	81777	工部主事	exact
227	都察院江南道监察御史	清	80920	道监察御史	partial
228	太常寺协律郎	清	85239	太常寺	partial
229	刑部郎中	清	86301	刑部郎中	exact
230	工部主事虞衡司行走	清	87036	虞衡司行走	partial
231	工部五品衔主事虞衡司行走	清	87036	虞衡司行走	partial
232	工部钦加五品衔主事虞衡司行走	清	87036	虞衡司行走	partial
233	大理寺额外寺丞	清	80845	大理寺	partial
234	户部仓场通州中仓监督大理寺右寺丞	清	80852	大理寺右寺丞	partial
235	銮仪卫三等侍卫	清	84675	三等侍卫	partial
236	都察院笔帖式	清	81004	都察院笔帖式	exact
237	户部主事	清	82595	户部主事	exact
238	国子监教习	清	82225	国子监教习	exact
239	御前侍卫蓝翎侍卫	清	83582	蓝翎侍卫	partial
240	御前侍卫蓝翎侍卫	清	83582	蓝翎侍卫	partial
241	御前侍卫蓝翎侍卫	清	83582	蓝翎侍卫	partial
242	鸿胪寺额外序班	清	81256	额外	partial
243	民政部七品小京官	清	84436	七品小京官	partial
244	民政部主事	清	87626	主事	partial
245	民政部学习七品小京官	清	84436	七品小京官	partial
247	刑部主事	清	86386	刑部主事	exact
248	法部七品小京官	清	84436	七品小京官	partial
249	法部候补小京官	清	86098	小京官	partial
250	内阁侍读	清	84198	内阁侍读	exact
251	户部内阁侍读	清	84198	内阁侍读	partial
252	内阁侍读	清	84198	内阁侍读	exact
253	户部郎中	清	82512	户部郎中	exact
254	陆军部候补郎中	清	83596	候补郎中	partial
255	陆军部郎中	清	83596	郎中	partial
256	刑部笔帖式	清	86232	刑部笔帖式	exact
257	太常寺寺丞	清	85239	太常寺	partial
258	太常寺祀丞	清	85239	太常寺	partial
259	太常寺副备协律郎	清	85239	太常寺	partial
260	太常寺右署正	清	85239	太常寺	partial
261	太常寺寺丞	清	85239	太常寺	partial
262	太常寺副备读协律郎	清	85239	太常寺	partial
263	太常寺右署正	清	85239	太常寺	partial
264	农工商部学习小京官	清	86098	小京官	partial
265	农工商部学习主事	清	87626	主事	partial
266	农工商部主事	清	87626	主事	partial
267	刑部郎中四川司行走	清	86301	刑部郎中	partial
268	刑部郎中四川司行走	清	86301	刑部郎中	partial
269	宪政编查馆民政部员外郎	清	87111	员外郎	partial
270	总理海军事务把总充帮带大副	清	80072	把总	partial
271	民政部员外郎	清	87111	员外郎	partial
272	总理海军事务把总充帮带大副	清	80072	把总	partial
273	总理海军事务把总充帮带大副	清	80072	把总	partial
274	民政部主事	清	87626	主事	partial
275	民政部主事	清	87626	主事	partial
276	刑部主事	清	86386	刑部主事	exact
279	兵部主事	清	80428	兵部主事	exact
280	吏部左侍郎	清	83815	吏部左侍郎	exact
281	礼部员外郎	清	83720	礼部员外郎	exact
282	政务处三品衔候补五品京堂	清	85744	候补五品京堂	partial
283	政务处候补五品京堂	清	85744	候补五品京堂	partial
284	吏部右侍郎	清	83806	吏部右侍郎	exact
285	礼部左侍郎	清	83734	礼部左侍郎	exact
286	政务处江南道监察御史	清	80920	道监察御史	partial
287	邮傅部右侍郎	清	86930	邮傅部右侍郎	exact
288	礼部主事	清	83726	礼部主事	exact
289	政务处候补五品京堂	清	85744	候补五品京堂	partial
290	兵部主事	清	80428	兵部主事	exact
291	学部总理礼学馆事宜右侍郎	清	86975	右侍郎	partial
292	京营巡补营头司把总	清	80072	把总	partial
293	头司把总	清	80072	把总	partial
294	神机营守备	清	86888	营守备	partial
295	京师步军统领巡捕五营左哨千总	清	80495	步军统领	partial
296	京师步军统领巡捕五营守备	清	80495	步军统领	partial
297	京师步军统领巡捕五营左哨千总	清	80495	步军统领	partial
298	左哨千总	清	84832	哨千总	partial
299	京师步军统领巡捕五营西河沿汛守备	清	80495	步军统领	partial
300	神机营守备	清	86888	营守备	partial
301	京师步军统领巡捕五营左哨千总	清	80495	步军统领	partial
302	兵部差官	清	80358	兵部差官	exact
303	外务部员外郎	清	87111	员外郎	partial
304	外务部员外郎	清	87111	员外郎	partial
305	外务部员外郎	清	87111	员外郎	partial
306	吏部笔帖式	清	83747	吏部笔帖式	exact
307	都察院特授副指挥	清	81624	副指挥	partial
308	都察院特授副指挥	清	81624	副指挥	partial
309	户部员外郎山西司行走	清	82581	户部员外郎	partial
310	户部武陵山西司行走	清	85146	司行走	partial
311	京师步军统领巡捕五营左哨千总	清	80495	步军统领	partial
312	京师步军统领巡捕五营右哨千总	清	86906	营右哨千总	partial
313	京师步军统领巡捕五营左哨千总	清	80495	步军统领	partial
314	京营巡补营右哨头司把总	清	84833	哨头司把总	partial
315	右哨头司把总	清	84833	哨头司把总	partial
316	京营巡补营头司把总	清	80072	把总	partial
318	国子监笔帖式	清	82216	国子监笔帖式	exact
319	大理寺额外司务	清	80845	大理寺	partial
320	大理寺候补司务	清	80845	大理寺	partial
321	农工商部候补主事	清	87626	候补主事	partial
324	兵部郎中车驾司行走	清	80384	兵部郎中	partial
325	兵部郎中武选司帮总办上行走	清	80384	兵部郎中	partial
326	邮傅部郎中	清	83596	郎中	partial
327	京师步军统领巡捕五营静宜园汛守备	清	80495	步军统领	partial
328	京师步军统领巡捕五营守备	清	80495	步军统领	partial
329	京师步军统领巡捕五营守备	清	80495	步军统领	partial
330	京师步军统领巡捕五营畅春园汛左哨千总	清	80495	步军统领	partial
331	京师步军统领巡捕五营右哨千总	清	86906	营右哨千总	partial
332	京师步军统领巡捕五营右哨千总	清	86906	营右哨千总	partial
333	京师步军统领巡捕五营畅春园汛左哨千总	清	80495	步军统领	partial
334	京师步军统领巡捕五营静宜园汛守备	清	80495	步军统领	partial
335	京师步军统领巡捕五营右哨千总	清	86906	营右哨千总	partial
336	京师步军统领巡捕五营右哨千总	清	86906	营右哨千总	partial
337	銮仪卫二等男爵	清	81324	二等男	partial
338	大理寺寺丞	清	80846	大理寺寺丞	exact
339	户部员外郎	清	82581	户部员外郎	exact
340	度支部会辩分省补用道	清	80464	补用道	partial
341	神机营印务参领兼公中佐领	清	81801	公中佐领	partial
342	国子监教习	清	82225	国子监教习	exact
343	大理寺额外司务	清	80845	大理寺	partial
344	大理寺额外司务	清	80845	大理寺	partial
345	国子监教习	清	82225	国子监教习	exact
351	兵部郎中武库司行走	清	85813	武库司行走	partial
352	刑部郎中	清	86301	刑部郎中	exact
353	銮仪卫三等侍卫	清	84675	三等侍卫	partial
354	銮仪卫掌司事汉治仪正	清	83974	銮仪卫	partial
355	御前侍卫花翎侍卫	清	82636	花翎侍卫	partial
356	銮仪卫花翎侍卫庚辰科	清	82636	花翎侍卫	partial
357	御前侍卫花翎侍卫	清	82636	花翎侍卫	partial
358	兵部主事	清	80428	兵部主事	exact
359	兵部主事武选司行走	清	85874	武选司行走	partial
360	刑部郎中	清	86301	刑部郎中	exact
361	刑部郎中	清	86301	刑部郎中	exact
362	兵部主事车马司行走	清	80428	兵部主事	partial
363	刑部司务	清	86338	刑部司务	exact
364	国子监教习	清	82225	国子监教习	exact
365	农工商部八品小京官	清	86098	小京官	partial
366	仓场总督兴平仓监督兵部主事	清	80428	兵部主事	partial
367	仓场总督兴平仓监督兵部主事	清	80428	兵部主事	partial
368	兵部主事	清	80428	兵部主事	exact
369	户部员外郎	清	82581	户部员外郎	exact
370	御前侍卫蓝翎侍卫	清	83582	蓝翎侍卫	partial
371	刑部员外郎直隶司行走	清	86365	刑部员外郎	partial
372	刑部主事广西司行走	清	86386	刑部主事	partial
373	銮仪卫三等侍卫	清	84675	三等侍卫	partial
374	御前侍卫蓝翎侍卫	清	83582	蓝翎侍卫	partial
375	钦天监钦天监左监副	清	84567	钦天监左监副	partial
376	钦天监中官正	清	81863	官正	partial
377	钦天监钦天监监正	清	83041	监正	partial
378	钦天监博士	清	84561	钦天监博士	exact
379	国子监助教	清	82234	国子监助教	exact
380	国子监助教	清	82234	国子监助教	exact
381	钦天监钦天监右监副	清	84565	钦天监右监副	partial
382	国子监协理国子监算学事务钦天监监正	清	83041	监正	partial
383	户部主事四川司行走	清	82595	户部主事	partial
384	户部七品小京官	清	82518	户部七品小京官	exact
385	户部七品小京官	清	82518	户部七品小京官	exact
386	内阁钦加员外郎衔	清	87116	员外郎衔	partial
387	兵部主事职方司行走	清	80428	兵部主事	partial
388	兵部七品小京官	清	84436	七品小京官	partial
389	兵部主事	清	80428	兵部主事	exact
390	兵部员外郎	清	80416	兵部员外郎	exact
391	兵部郎中	清	80384	兵部郎中	exact
393	刑部郎中	清	86301	刑部郎中	exact
394	刑部提牢	清	86350	刑部提牢	exact
395	刑部郎中	清	86301	刑部郎中	exact
396	刑部主事	清	86386	刑部主事	exact
397	刑部员外郎	清	86365	刑部员外郎	exact
398	内阁额外中书	清	81283	额外中书	partial
399	刑部主事湖广司行走	清	86386	刑部主事	partial
400	国子监教习	清	82225	国子监教习	exact
401	民政部七品小京官	清	84436	七品小京官	partial
407	銮仪卫三等侍卫	清	84675	三等侍卫	partial
408	户部笔帖式	清	82454	户部笔帖式	exact
409	内阁中书	清	84215	内阁中书	exact
410	工部郎中	清	81716	工部郎中	exact
411	御前侍卫花翎侍卫	清	82636	花翎侍卫	partial
412	銮仪卫花翎侍卫己丑科	清	82636	花翎侍卫	partial
413	御前侍卫花翎侍卫	清	82636	花翎侍卫	partial
414	翰林院翰林院五经博士	清	80450	博士	partial
415	翰林院翰林院五经博士	清	80450	博士	partial
416	翰林院翰林院五经博士	清	80450	博士	partial
417	翰林院翰林院五经博士	清	80450	博士	partial
418	兵部花翎都司衔差官	清	82632	花翎都司	partial
419	翰林院五经博士	清	80450	博士	partial
420	总理海军事务把总充水手总头目	清	80072	把总	partial
421	总理海军事务把总充水手总头目	清	80072	把总	partial
426	国子监学录	清	82231	国子监学录	exact
427	总理海军事务把总充正队弁	清	80072	把总	partial
428	总理海军事务把总充正队弁	清	80072	把总	partial
429	銮仪卫蓝翎侍卫丙戌科	清	83582	蓝翎侍卫	partial
430	御前侍卫蓝翎侍卫	清	83582	蓝翎侍卫	partial
431	銮仪卫治仪正	清	83988	銮仪卫治仪正	exact
432	銮仪卫管理治仪正	清	83974	銮仪卫	partial
433	总理海军事务把总充船械三副	清	80072	把总	partial
434	总理海军事务把总充船械三副	清	80072	把总	partial
435	总理海军事务千总充三等管轮	清	84478	千总	partial
436	总理海军事务千总充三等管轮	清	84478	千总	partial
437	户部主事四川司兼广西司行走	清	82595	户部主事	partial
438	户部主事四川司兼广西司行走	清	82595	户部主事	partial
439	法部员外郎	清	87111	员外郎	partial
440	总理海军事务都司充总管轮	清	81039	都司	partial
441	总理海军事务都司充总管轮	清	81039	都司	partial
442	法部员外郎	清	87111	员外郎	partial
443	刑部郎中直隶司行走	清	86301	刑部郎中	partial
444	户部郎中湖广司行走	清	82512	户部郎中	partial
445	兵部主事车驾司行走	清	80428	兵部主事	partial
446	兵部主事	清	80428	兵部主事	exact
447	国子监教习	清	82225	国子监教习	exact
448	大理寺左寺丞	清	80854	大理寺左寺丞	exact
451	陆军部七品小京官	清	84436	七品小京官	partial
452	总理海军事务守备充大管轮	清	84983	守备	partial
453	总理海军事务守备充大管轮	清	84983	守备	partial
454	都察院特授副指挥	清	81624	副指挥	partial
455	都察院副指挥	清	81624	副指挥	partial
456	翰林院待诏	清	82299	翰林院待诏	exact
457	刑部主事福建司行走	清	86386	刑部主事	partial
458	刑部主事福建司行走	清	86386	刑部主事	partial
459	吏部主事文选司行走	清	83812	吏部主事	partial
460	国子监钦赐助教	清	87630	助教	partial
461	工部郎中虞衡司行走	清	87036	虞衡司行走	partial
462	大理寺额外评事	清	80845	大理寺	partial
463	御前侍卫蓝翎侍卫	清	83582	蓝翎侍卫	partial
464	御前侍卫二等侍卫	清	81328	二等侍卫	partial
465	御前侍卫二等侍卫	清	81328	二等侍卫	partial
466	京营巡补营右哨头司把总	清	84833	哨头司把总	partial
469	法部员外郎	清	87111	员外郎	partial
470	国子监学录	清	82231	国子监学录	exact
471	銮仪卫蓝翎侍卫庚寅科	清	83582	蓝翎侍卫	partial
473	太医院九品吏目	清	83176	九品吏目	partial
478	光禄寺五品顶戴署正大官署行走	清	82138	光禄寺	partial
479	户部大理寺评事	清	80845	大理寺	partial
480	户部大理寺右寺丞	清	80852	大理寺右寺丞	partial
481	户部大理寺右寺丞	清	80852	大理寺右寺丞	partial
482	户部主事云南司行走	清	82595	户部主事	partial
483	农工商部学习郎中	清	83596	郎中	partial
484	农工商部郎中	清	83596	郎中	partial
485	工部主事都水司行走	清	81035	都水司行走	partial
486	大理寺额外司务	清	80845	大理寺	partial
487	大理院额外司务	清	81256	额外	partial
488	刑部额外主事	清	86244	刑部额外主事	exact
489	税务处六品顶戴二等清书	清	85915	务处	partial
490	刑部郎中	清	86301	刑部郎中	exact
491	刑部郎中	清	86301	刑部郎中	exact
492	刑部主事	清	86386	刑部主事	exact
493	刑部主事	清	86386	刑部主事	exact
494	刑部员外郎	清	86365	刑部员外郎	exact
495	刑部主事	清	86386	刑部主事	exact
500	学部署任二等书记官	清	80079	署	partial
501	学部试署二等书记官	清	80079	署	partial
502	总理各国事务钦差出使美国大臣四品卿衔	清	85177	四品卿衔	partial
503	外务部右侍郎	清	85607	外务部右侍郎	exact
504	总理各国事务钦差出使美日秘等国大臣二品顶戴四品卿衔	清	85177	四品卿衔	partial
505	刑部右侍郎订修法律大臣	清	86363	刑部右侍郎	partial
506	总理各国事务钦差出使美日秘等国大臣四品卿衔	清	85177	四品卿衔	partial
508	外务部钦差出使美日秘等国大臣四品卿衔	清	85177	四品卿衔	partial
509	外务部钦命出使美国大臣	清	80825	大臣	partial
510	刑部右侍郎	清	86363	刑部右侍郎	exact
511	商部左侍郎	清	84763	商部左侍郎	exact
512	外务部钦差出使美日秘等国大臣二品顶戴四品卿衔	清	85177	四品卿衔	partial
513	外务部钦差出使美日秘等国大使四品卿衔	清	85177	四品卿衔	partial
514	内阁中书	清	84215	内阁中书	exact
515	内阁侍读	清	84198	内阁侍读	exact
516	内阁额外中书舍人	清	81283	额外中书	partial
517	农工商部主事	清	87626	主事	partial
518	兵部主事	清	80428	兵部主事	exact
519	兵部主事	清	80428	兵部主事	exact
520	外务部郎中	清	83596	郎中	partial
521	外务部郎中	清	83596	郎中	partial
522	外务部郎中	清	83596	郎中	partial
523	刑部主事山西司行走	清	86386	刑部主事	partial
524	太常寺圜丘坛奉祀	清	85239	太常寺	partial
525	国子监学正	清	82232	国子监学正	exact
526	国子监博士	清	82217	国子监博士	exact
529	刑部主事	清	86386	刑部主事	exact
530	户部郎中福建司行走	清	82512	户部郎中	partial
531	邮傅部汕头分局总办湖南补用道	清	80464	补用道	partial
532	户部主事广东司行走	清	82595	户部主事	partial
533	户部主事	清	82595	户部主事	exact
534	户部户部主事	清	82595	户部主事	partial
535	户部兵部主事	清	80428	兵部主事	partial
536	御前侍卫蓝翎侍卫	清	83582	蓝翎侍卫	partial
537	工部主事	清	81777	工部主事	exact
538	工部主事	清	81777	工部主事	exact
539	太常寺赞礼郎	清	85254	太常寺赞礼郎	exact
540	太常寺赞礼郎	清	85254	太常寺赞礼郎	exact
541	刑部员外郎	清	86365	刑部员外郎	exact
542	太常寺正备赞协律郎	清	85239	太常寺	partial
543	翰林院典簿	清	80937	典簿	partial
544	太常寺赞礼郎	清	85254	太常寺赞礼郎	exact
545	内阁汉西平武中书舍人	清	87576	中书舍人	partial
546	太常寺正备赞协律郎	清	85239	太常寺	partial
547	内阁中书	清	84215	内阁中书	exact
548	光禄寺署正大官署兼典簿厅行走	清	82151	光禄寺署正	partial
549	刑部主事	清	86386	刑部主事	exact
551	钦天监主簿	清	87618	主簿	partial
552	钦天监博士	清	84561	钦天监博士	exact
554	刑部员外郎	清	86365	刑部员外郎	exact
555	刑部郎中	清	86301	刑部郎中	exact
556	钦天监天文生	清	85429	天文生	partial
557	钦天监食粮天文生	清	85429	天文生	partial
558	刑部员外郎	清	86365	刑部员外郎	exact
559	兵部郎中	清	80384	兵部郎中	exact
560	刑部主事	清	86386	刑部主事	exact
561	钦天监食俸天文生	清	85429	天文生	partial
562	钦天监博士	清	84561	钦天监博士	exact
563	户部刑部主事	清	86386	刑部主事	partial
564	钦天监主簿	清	87618	主簿	partial
565	户部钦天监灵台郎	清	83874	灵台郎	partial
568	钦天监夏官正	清	81863	官正	partial
569	刑部主事湖广司兼浙江司事	清	86386	刑部主事	partial
570	邢部主事	清	86426	邢部主事	exact
571	内阁中书	清	84215	内阁中书	exact
572	内阁中书	清	84215	内阁中书	exact
573	内阁额外中书	清	81283	额外中书	partial
574	内阁侍读衔	清	84200	内阁侍读衔	exact
577	户部主事	清	82595	户部主事	exact
580	刑部主事四川司行走	清	86386	刑部主事	partial
581	工部司务	清	81738	工部司务	exact
582	吏部主事	清	83812	吏部主事	exact
583	吏部掌考功司印郎中	清	87282	掌考功司印	partial
584	吏部郎中	清	83767	吏部郎中	exact
585	吏部掌验封司印员外郎	清	87302	掌验封司印	partial
586	吏部主事	清	83812	吏部主事	exact
587	会典馆吏部郎中	清	83767	吏部郎中	partial
588	吏部掌验封司印郎中	清	87302	掌验封司印	partial
589	大理院主簿	清	87618	主簿	partial
590	刑部员外郎衔主事	清	86365	刑部员外郎	partial
592	刑部主事江苏司行走	清	86386	刑部主事	partial
593	内阁中书	清	84215	内阁中书	exact
594	总理海军事务都司充帮带大副	清	81039	都司	partial
